"ZDB-GENE-091113-6","ank1b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-070912-354","grin3ba","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-354","grin3ba","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-131122-77","grin3bb","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131122-77","grin3bb","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-131122-77","grin3bb","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131122-77","grin3bb","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-131122-77","grin3bb","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-110520-1","hcn1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110520-1","hcn1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-8228","hcn2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-8228","hcn2b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-193","hcn3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-360","hcn4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-360","hcn4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110411-3","hcn4l","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110411-3","hcn4l","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081105-169","hcn5","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050913-47","herpud1","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-041008-189","hrc","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-041008-189","hrc","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-5","htr3a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-5","htr3a","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-5","htr3a","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-5","htr3a","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-5","htr3a","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-4","htr3b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-4","htr3b","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-4","htr3b","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-4","htr3b","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-071012-4","htr3b","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040718-36","hvcn1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040718-36","hvcn1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070604-3","itpr1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070604-2","itpr1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070605-1","itpr3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110408-15","kcna1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110408-15","kcna1a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-140515-1","kcna1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-140515-1","kcna1b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131113-1","kcna2a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131113-1","kcna2a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080204-89","kcna2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080204-89","kcna2b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121127-2","kcna4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121127-2","kcna4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080722-21","kcna6a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080722-21","kcna6a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120215-257","kcna7","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090831-3","kcnb1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090831-3","kcnb1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-170","kcnb2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-170","kcnb2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061220-10","kcnc1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061220-10","kcnc1a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080414-3","kcnc1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080414-3","kcnc1b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070410-118","kcnc2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070410-118","kcnc2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100901-1","kcnc3a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100901-1","kcnc3a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100901-2","kcnc3b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100901-2","kcnc3b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-773","kcnc4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-773","kcnc4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081105-40","kcnd1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081105-40","kcnd1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-041210-70","kcnd2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-041210-70","kcnd2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-5626","kcnd3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-5626","kcnd3","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050419-163","kcne4","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-041001-217","kcnf1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-041001-217","kcnf1a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-39","kcnf1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-39","kcnf1b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080220-5","kcng1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080220-5","kcng1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100701-1","kcng2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100701-1","kcng2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-111111-9","kcng3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-111111-9","kcng3","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050419-11","kcng4a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050419-11","kcng4a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130530-634","kcng4b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130530-634","kcng4b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061226-1","kcnh1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061226-1","kcnh1a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121128-4","kcnh1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121128-4","kcnh1b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-699","kcnh2a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-699","kcnh2a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100629-2","kcnh2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-23","kcnh3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-23","kcnh3","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131125-34","kcnh4a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131125-34","kcnh4a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121214-54","kcnh4b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121214-54","kcnh4b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061106-2","kcnh5a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061106-2","kcnh5a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090319-1","kcnh5b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090319-1","kcnh5b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040702-5","kcnh6a","GO:0005216","","ion channel activity","Danio rerio","IDA"
"ZDB-GENE-040702-5","kcnh6a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040702-5","kcnh6a","GO:0005216","","ion channel activity","Danio rerio","IMP"
"ZDB-GENE-040702-5","kcnh6a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121214-55","kcnh6b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120214-39","kcnh7","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120214-39","kcnh7","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-204","kcnh8","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-204","kcnh8","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130726-1","kcnj10a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060308-2","kcnj11","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050222-2","kcnj11l","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131126-14","kcnj12a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091118-79","kcnj12b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070129-1","kcnj13","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100922-48","kcnj14","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130603-81","kcnj16","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-706","kcnj19a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121214-60","kcnj19b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-031118-55","kcnj1a.1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050327-22","kcnj1a.2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-256","kcnj1a.3","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-186","kcnj1a.4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-120","kcnj1a.5","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050420-272","kcnj1a.6","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070620-9","kcnj1b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120319-1","kcnj2a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091204-290","kcnj2b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100922-16","kcnj3a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120215-38","kcnj3b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120215-97","kcnj5","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060308-1","kcnj8","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081104-42","kcnj9","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061226-2","kcnk2a","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IDA"
"ZDB-GENE-051120-69","kcnk2b","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IDA"
"ZDB-GENE-070202-9","kcnma1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-5","kcnq1.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130530-935","kcnq1.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080220-37","kcnq2a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120130-1","kcnq2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-301","kcnq3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-185","kcnq5a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-178","kcnq5b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080723-45","kcns3a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080723-45","kcns3a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051120-78","kcns3b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051120-78","kcns3b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091117-27","kcnv2a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091117-27","kcnv2a","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060526-28","kcnv2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060526-28","kcnv2b","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-080327-12","lrrc38a","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-141216-65","lrrc38b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-030131-5853","lrrc8aa","GO:0005225","","volume-sensitive anion channel activity","Danio rerio","IMP"
"ZDB-GENE-030131-5853","lrrc8aa","GO:0005225","","volume-sensitive anion channel activity","Danio rerio","IMP"
"ZDB-GENE-040426-2704","mcoln1a","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-130514-1","mcoln1b","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-692","mcoln2","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-121116-4","mcoln3a","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-050410-12","nalcn","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050410-12","nalcn","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030128-1","nnr","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-1","p2rx1","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-1","p2rx1","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-1","p2rx1","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-1","p2rx1","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-1","p2rx1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-2","p2rx2","GO:0004931","NOT","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-2","p2rx2","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-2","p2rx2","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-2","p2rx2","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IGI"
"ZDB-GENE-030319-2","p2rx2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-000427-3","p2rx3a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-000427-3","p2rx3a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-000427-3","p2rx3a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-000427-3","p2rx3a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IGI"
"ZDB-GENE-000427-3","p2rx3a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IGI"
"ZDB-GENE-000427-3","p2rx3a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-3","p2rx3b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-3","p2rx3b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-3","p2rx3b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-3","p2rx3b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-020806-2","p2rx4a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-020806-2","p2rx4a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-020806-2","p2rx4a","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-020806-2","p2rx4a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-020806-2","p2rx4a","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-020806-2","p2rx4a","GO:0034702","","ion channel complex","Danio rerio","IDA"
"ZDB-GENE-020806-2","p2rx4a","GO:0035381","","ATP-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-4","p2rx4b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-4","p2rx4b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-4","p2rx4b","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-4","p2rx4b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-5","p2rx5","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-5","p2rx5","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-5","p2rx5","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-5","p2rx5","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-5","p2rx5","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IMP"
"ZDB-GENE-030319-5","p2rx5","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-6","p2rx7","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-6","p2rx7","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-6","p2rx7","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-6","p2rx7","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-6","p2rx7","GO:0035381","","ATP-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-7","p2rx8","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030319-7","p2rx8","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-030319-7","p2rx8","GO:0004931","","extracellularly ATP-gated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030319-7","p2rx8","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050208-244","pacs1a","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-081218-1","pacs2","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-030131-9570","pde4ba","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-070912-454","pde4bb","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-041111-255","piezo1","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-041111-255","piezo1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-041111-255","piezo1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IDA"
"ZDB-GENE-041111-255","piezo1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131119-76","piezo2a.2","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-131119-76","piezo2a.2","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-131119-76","piezo2a.2","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040827-4","pkd2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040827-4","pkd2","GO:0005261","","cation channel activity","Danio rerio","ISS"
"ZDB-GENE-040827-4","pkd2","GO:0034703","","cation channel complex","Danio rerio","ISS"
"ZDB-GENE-090312-135","rims1a","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-101223-4","rims1b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-101223-4","rims1b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-040426-1656","rims2a","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-060503-893","rims2b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-060503-788","rims3","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-110103-1","rims4","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-100727-4","rltgr","GO:0015276","contributes_to","ligand-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-100727-4","rltgr","GO:0015276","NOT","ligand-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-020108-2","ryr1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070705-417","ryr1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061226-3","ryr2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-041001-165","ryr3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060908-2","scn12aa","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060908-2","scn12aa","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060908-2","scn12aa","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-060503-604","scn1ba","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-090408-1","scn1bb","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-040426-751","scn1laa","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-751","scn1laa","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-751","scn1laa","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-060906-1","scn1lab","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060906-1","scn1lab","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060906-1","scn1lab","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-070920-2","scn3b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-051201-2","scn4aa","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051201-2","scn4aa","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051201-2","scn4aa","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-051201-1","scn4ab","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051201-1","scn4ab","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-051201-1","scn4ab","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-060908-3","scn5lab","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060908-3","scn5lab","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060908-3","scn5lab","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-000828-1","scn8aa","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-000828-1","scn8aa","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-000828-1","scn8aa","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-060906-2","scn8ab","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060906-2","scn8ab","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060906-2","scn8ab","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-131127-162","si:ch211-113j13.2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
